census_year,building_address,clue_small_area,trading_name,business_address,industry_anzsic4_description,number_of_seats,longitude,latitude,location
2022,126 Lygon Street CARLTON VIC 3053,Carlton,Hakata Gensuke Carlton,126 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,22,144.966702,-37.8044377,"-37.80443770225933, 144.96670202450002"
2022,122 Lygon Street CARLTON VIC 3053,Carlton,Dong Phuong Vietnamese Cuisine,122 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,30,144.966702,-37.8044377,"-37.80443770225933, 144.96670202450002"
2022,106 Lygon Street CARLTON VIC 3053,Carlton,Saigon Pho Carlton,106 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,35,144.966702,-37.8044377,"-37.80443770225933, 144.96670202450002"
2022,80 Queensberry Street CARLTON VIC 3053,Carlton,Lambs Restaurant,98-100 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,22,144.966702,-37.8044377,"-37.80443770225933, 144.96670202450002"
2022,123-125 Lygon Street CARLTON VIC 3053,Carlton,Mercadante Pizza,Ground 123 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,45,144.9660337,-37.80409022,"-37.8040902161, 144.96603371450016"
2022,139-141 Lygon Street CARLTON VIC 3053,Carlton,Universal Restaurant,139-141 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,90,144.9660867,-37.80384761,"-37.8038476141, 144.9660867199495"
2022,143-145 Lygon Street CARLTON VIC 3053,Carlton,Mandina Kitchen,Ground 143-145 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,60,144.9660976,-37.80378401,"-37.8037840084, 144.9660976422623"
2022,Lincoln Hotel 91-95 Cardigan Street CARLTON VIC 3053,Carlton,Hotel Lincoln,Lincoln Hotel 91 Cardigan Street CARLTON VIC 3053,"Pubs, Taverns and Bars",56,144.9645057,-37.80448532,"-37.80448531725, 144.96450571764836"
2022,Lincoln Hotel 91-95 Cardigan Street CARLTON VIC 3053,Carlton,Hotel Lincoln,Lincoln Hotel 91 Cardigan Street CARLTON VIC 3053,"Pubs, Taverns and Bars",62,144.9645057,-37.80448532,"-37.80448531725, 144.96450571764836"
2022,95-125 Pelham Street CARLTON VIC 3053,Carlton,Mid Square Coffee,119 Pelham Street CARLTON VIC 3053,Takeaway Food Services,12,144.964422,-37.80282175,"-37.802821753649994, 144.9644219689065"
2022,138 Queensberry Street CARLTON VIC 3053,Carlton,THE LINCOLN ARMS PRIVATE DINING ROOMS,Shop Ground 138 Queensberry Street CARLTON VIC 3053,Cafes and Restaurants,35,144.9642948,-37.80444615,"-37.804446146919915, 144.96429482355"
2022,108-128 Leicester Street CARLTON VIC 3053,Carlton,Stovetop,Cafe 108-128 Leicester Street CARLTON VIC 3053,Cafes and Restaurants,70,144.9610443,-37.80334586,"-37.8033458584, 144.96104429709467"
2022,165 Pelham Street CARLTON VIC 3053,Carlton,Mama Tsai,165 Pelham Street CARLTON VIC 3053,Cafes and Restaurants,28,144.9610729,-37.80239254,"-37.802392540067665, 144.9610729209"
2022,165 Pelham Street CARLTON VIC 3053,Carlton,Mama Tsai,165 Pelham Street CARLTON VIC 3053,Cafes and Restaurants,12,144.9610729,-37.80239254,"-37.802392540067665, 144.9610729209"
2022,159 Pelham Street CARLTON VIC 3053,Carlton,Briscola Espresso,Ground 159 Pelham Street CARLTON VIC 3053,Cafes and Restaurants,30,144.9612607,-37.80241321,"-37.80241320532002, 144.9612606965"
2022,159 Pelham Street CARLTON VIC 3053,Carlton,Briscola Espresso,Ground 159 Pelham Street CARLTON VIC 3053,Cafes and Restaurants,16,144.9612607,-37.80241321,"-37.80241320532002, 144.9612606965"
2022,127-133 Leicester Street CARLTON VIC 3053,Carlton,Bar Scopa,"Unit 1, Ground 127-133 Leicester Street CARLTON VIC 3053",Cafes and Restaurants,14,144.9602118,-37.80290325,"-37.8029032458, 144.96021184037238"
2022,106-114 Berkeley Street CARLTON VIC 3053,Carlton,Seven Seeds,106-114 Berkeley Street CARLTON VIC 3053,Cafes and Restaurants,16,144.9591271,-37.80287781,"-37.80287780714202, 144.9591271128"
2022,660-674 Elizabeth Street MELBOURNE VIC 3000,Carlton,Duke Pizza,"Shop 1, Ground 660 Elizabeth Street MELBOURNE VIC 3000",Takeaway Food Services,8,144.9584991,-37.80279081,"-37.802790805499995, 144.95849913573"
2022,Royal Artillery Hotel 614-616 Elizabeth Street MELBOURNE VIC 3000,Carlton,The Last Jar,Royal Artillery Hotel 614-616 Elizabeth Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",90,144.9589099,-37.80388398,"-37.80388397855, 144.95890990835184"
2022,261-263 Queensberry Street CARLTON VIC 3053,Carlton,Flovie Florist Cafe,Ground 261-263 Queensberry Street CARLTON VIC 3053,Cafes and Restaurants,10,144.9599256,-37.80440558,"-37.80440557814323, 144.9599256155"
2022,Journal - Uni Place 16-32 Leicester Street CARLTON VIC 3053,Carlton,A Cafe Called John,28 Leicester Street CARLTON VIC 3053,Cafes and Restaurants,16,144.9605077,-37.80570167,"-37.80570166935, 144.96050771178167"
2022,593-597 Swanston Street CARLTON VIC 3053,Carlton,Queensberry Hotel,593-597 Swanston Street CARLTON VIC 3053,"Pubs, Taverns and Bars",60,144.9629073,-37.80475288,"-37.80475288105, 144.9629072816773"
2022,28-44 Bouverie Street CARLTON VIC 3053,Carlton,Mille and B,"Shop 3, 28 Bouverie Street CARLTON VIC 3053",Bakery Product Manufacturing (Non-factory based),16,144.9619787,-37.80566248,"-37.8056624766361, 144.96197867415"
2022,55 Cardigan Street CARLTON VIC 3053,Carlton,Mr Bello,Ground 55 Cardigan Street CARLTON VIC 3053,Cafes and Restaurants,24,144.9642777,-37.80543838,"-37.80543838285, 144.96427769667764"
2022,87 Cardigan Street CARLTON VIC 3053,Carlton,Woodside Green,87 Cardigan Street CARLTON VIC 3053,Cafes and Restaurants,18,144.9644472,-37.8048614,"-37.8048614004, 144.96444719691374"
2022,139-155 Queensberry Street CARLTON VIC 3053,Carlton,Torissong,143 Queensberry Street CARLTON VIC 3053,Cafes and Restaurants,16,144.9639247,-37.804934,"-37.80493400255, 144.96392474958623"
2022,514-520 Swanston Street CARLTON VIC 3053,Carlton,HER CAFE PTY. LTD.,516 Swanston Street CARLTON VIC 3053,Takeaway Food Services,4,144.9635329,-37.80483701,"-37.8048370093, 144.96353288417157"
2022,498-504 Swanston Street CARLTON VIC 3053,Carlton,The Budapest Cafe,498 Swanston Street CARLTON VIC 3053,Cafes and Restaurants,32,144.9637188,-37.80521719,"-37.80521718995, 144.96371884488244"
2022,462-468 Swanston Street CARLTON VIC 3053,Carlton,Boogie House Hotpot,"Part Unit 1, Ground 466 Swanston Street CARLTON VIC 3053",Cafes and Restaurants,6,144.9633297,-37.80600874,"-37.8060087414, 144.9633297336553"
2022,462-468 Swanston Street CARLTON VIC 3053,Carlton,Boogie House Hotpot,"Part Unit 1, Ground 466 Swanston Street CARLTON VIC 3053",Cafes and Restaurants,48,144.9633297,-37.80600874,"-37.8060087414, 144.9633297336553"
2022,96-100 Victoria Street CARLTON VIC 3053,Carlton,Panda Hot Pot,96-100 Victoria Street CARLTON VIC 3053,Cafes and Restaurants,198,144.9641763,-37.80649761,"-37.80649760503601, 144.9641763265"
2022,23-37 Cardigan Street CARLTON VIC 3053,Carlton,Coffee On Cardigan,Part Level 4 23-27 Cardigan Street CARLTON VIC 3053,Cafes and Restaurants,20,144.9639571,-37.80592639,"-37.80592639135, 144.9639570914884"
2022,John Curtin Hotel 27-31 Lygon Street CARLTON VIC 3053,Carlton,The Curtin,John Curtin Hotel 27-31 Lygon Street CARLTON VIC 3053,"Pubs, Taverns and Bars",16,144.9656986,-37.80619946,"-37.8061994594, 144.9656985705975"
2022,33-89 Lygon Street CARLTON VIC 3053,Carlton,Ej's Cafe,Part Level 4 53-59 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,50,144.9653752,-37.8054718,"-37.805471799888736, 144.9653751931"
2022,74 Victoria Street CARLTON VIC 3053,Carlton,Chinger Biang Biang Noodle,Ground 74 Victoria Street CARLTON VIC 3053,Cafes and Restaurants,20,144.9653524,-37.80670077,"-37.80670077129991, 144.9653523595"
2022,16-26 Orr Street CARLTON VIC 3053,Carlton,Hi Chong Qing Cafe & Noodle Bar,Part Ground 22 Orr Street CARLTON VIC 3053,Cafes and Restaurants,6,144.9654002,-37.80634114,"-37.80634114415, 144.9654001520035"
2022,16-26 Orr Street CARLTON VIC 3053,Carlton,Hi Chong Qing Cafe & Noodle Bar,Part Ground 22 Orr Street CARLTON VIC 3053,Cafes and Restaurants,20,144.9654002,-37.80634114,"-37.80634114415, 144.9654001520035"
2022,56-62 Lygon Street CARLTON VIC 3053,Carlton,Jin Zhou Yu BBQ,Part Ground 62 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,50,144.9664418,-37.8056696,"-37.805669595249995, 144.9664417701175"
2022,University House Building 112 230 Grattan Street PARKVILLE VIC 3010,Parkville,University House Club,University House Building 112 230 Grattan Street PARKVILLE VIC 3010,Clubs (Hospitality),421,144.9612087,-37.7967717,"-37.79677169577826, 144.9612087442"
2022,Ian Potter Museum of Art Building 136 230 Grattan Street PARKVILLE VIC 3010,Parkville,The Potter Espresso Bar,Part Ground Ian Potter Museum of Art Building 136 230 Grattan Street PARKVILLE VIC 3010,Cafes and Restaurants,18,144.9612087,-37.7967717,"-37.79677169577826, 144.9612087442"
2022,Kenneth Myer Building 144 30 Royal Parade PARKVILLE VIC 3010,Parkville,Dr Dax Kitchen,Part Kenneth Myer Building 144 30 Royal Parade PARKVILLE VIC 3010,Cafes and Restaurants,50,144.9612087,-37.7967717,"-37.79677169577826, 144.9612087442"
2022,Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,Parkville,The Ida Bar,Part Level 1 Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,Cafes and Restaurants,100,144.9612087,-37.7967717,"-37.79677169577826, 144.9612087442"
2022,Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,Parkville,Ho Ho's Canteen,"Shop 35, Ground Union House Building 130 230 Grattan Street PARKVILLE VIC 3010",Takeaway Food Services,18,144.9612087,-37.7967717,"-37.79677169577826, 144.9612087442"
2022,Union House Building 130 230 Grattan Street PARKVILLE VIC 3010,Parkville,Pronto Pizza,"Shop 34, Ground Union House Building 130 230 Grattan Street PARKVILLE VIC 3010",Takeaway Food Services,12,144.9612087,-37.7967717,"-37.79677169577826, 144.9612087442"
2022,David Caro Physics South Building 192 230 Grattan Street PARKVILLE VIC 3010,Parkville,Castro's Kiosk,Part Ground Laby Theatre David Caro Physics South Building 192 230 Grattan Street PARKVILLE VIC 3010,Takeaway Food Services,34,144.9612087,-37.7967717,"-37.79677169577826, 144.9612087442"
2022,Nona Lee Sports Centre Building 103 230 Grattan Street PARKVILLE VIC 3010,Parkville,HOME TWO,Kiosk Adjacent Nona Lee Sports Centre Building 103 230 Grattan Street PARKVILLE VIC 3010,Takeaway Food Services,22,144.9612087,-37.7967717,"-37.79677169577826, 144.9612087442"
2022,28 Melrose Street NORTH MELBOURNE VIC 3051,North Melbourne,Mr Gonzo,Ground 28 Melrose Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,8,144.9421322,-37.79471094,"-37.7947109424, 144.9421321554537"
2022,257-259 Macaulay Road NORTH MELBOURNE VIC 3051,North Melbourne,North End Cafe,257 Macaulay Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,8,144.9381982,-37.79557692,"-37.795576917299094, 144.9381982195"
2022,42-48 Straker Street NORTH MELBOURNE VIC 3051,North Melbourne,Functions@Arden Pty Ltd,42-48 Straker Street NORTH MELBOURNE VIC 3051,Non-Residential Property Operators,160,144.9372261,-37.79654137,"-37.79654137275, 144.93722607304403"
2022,610 Queensberry Street NORTH MELBOURNE VIC 3051,North Melbourne,Palette,Ground 610 Queensberry Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,24,144.9471385,-37.80252653,"-37.80252653491923, 144.94713850214998"
2022,610 Queensberry Street NORTH MELBOURNE VIC 3051,North Melbourne,Palette,Ground 610 Queensberry Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,18,144.9471385,-37.80252653,"-37.80252653491923, 144.94713850214998"
2022,95 Dryburgh Street NORTH MELBOURNE VIC 3051,North Melbourne,North Melbourne Take Away,95 Dryburgh Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,4,144.9428584,-37.80427854,"-37.8042785369, 144.94285836074226"
2022,95 Dryburgh Street NORTH MELBOURNE VIC 3051,North Melbourne,North Melbourne Take Away,95 Dryburgh Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,7,144.9428584,-37.80427854,"-37.8042785369, 144.94285836074226"
2022,9 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,The Hot Poppy,Ground 9 Errol Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,16,144.9490008,-37.80475134,"-37.80475134110298, 144.94900079025"
2022,11 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Salt Seafood and Burger Bar,11 Errol Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,18,144.9490305,-37.80470214,"-37.80470214145, 144.9490305390329"
2022,37 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Char Siu House,37 Errol Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,38,144.9490851,-37.80412429,"-37.8041242915, 144.9490850942703"
2022,47 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Wonky Trolley,47 Errol Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,18,144.9490674,-37.80390993,"-37.80390992625, 144.94906743243743"
2022,69-71 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Errol's Cafe,69-71 Errol Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,30,144.9490845,-37.80345551,"-37.80345550675, 144.94908452612475"
2022,81 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Snax Deli,81 Errol Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,36,144.9492871,-37.80323404,"-37.8032340412, 144.94928705093486"
2022,97 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Fandango Cafe,97 Errol Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,16,144.9494056,-37.80260781,"-37.80260781355, 144.94940563252857"
2022,566-574 Queensberry Street NORTH MELBOURNE VIC 3051,North Melbourne,French Quarter Patisserie,568 Queensberry Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,14,144.9484751,-37.80271325,"-37.8027132516, 144.94847510593382"
2022,34 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,KL Bunga Raya,Ground 34 Errol Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,15,144.9497258,-37.80435618,"-37.8043561846, 144.94972582967333"
2022,16-18 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Sublime cafe,16 Errol Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,8,144.949647,-37.80471302,"-37.80471301525, 144.9496469571966"
2022,16-18 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Sublime cafe,16 Errol Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,12,144.949647,-37.80471302,"-37.80471301525, 144.9496469571966"
2022,8 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Hanoi in North Melbourne,8 Errol Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,12,144.9495736,-37.80490432,"-37.80490432225184, 144.9495735867"
2022,500 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,El Sabor,500 Victoria Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,70,144.9496809,-37.80491632,"-37.80491632358246, 144.94968091624995"
2022,464-468 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,CC Wok,Ground 464-466 Victoria Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,28,144.9505415,-37.80500966,"-37.80500966205981, 144.95054151304998"
2022,123-129 Howard Street NORTH MELBOURNE VIC 3051,North Melbourne,Ample Cafe Bar,123-129 Howard Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,55,144.9536963,-37.80409743,"-37.80409743133234, 144.95369625715"
2022,8-14 Howard Street NORTH MELBOURNE VIC 3051,North Melbourne,Le Bajo,Ground 8-14 Howard Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,35,144.9542412,-37.8050923,"-37.805092297399995, 144.9542412483548"
2022,8-14 Howard Street NORTH MELBOURNE VIC 3051,North Melbourne,Le Bajo,Ground 8-14 Howard Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,20,144.9542412,-37.8050923,"-37.805092297399995, 144.9542412483548"
2022,368 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Prudence Bar,368 Victoria Street NORTH MELBOURNE VIC 3051,"Pubs, Taverns and Bars",70,144.9540542,-37.80543436,"-37.805434361809134, 144.9540541816"
2022,Ramsden Apartments 352-362 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Path Melbourne,Shop Ground 362 Victoria Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,15,144.9543393,-37.80537858,"-37.80537857559884, 144.9543392604"
2022,268-276 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Hallah,268 Victoria Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,60,144.9573905,-37.80580418,"-37.80580418045, 144.95739047566423"
2022,260 Victoria Street NORTH MELBOURNE VIC 3051,North Melbourne,Melbourne Toodouri,260 Victoria Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,60,144.9577234,-37.80584227,"-37.80584226598827, 144.95772344215"
2022,1-7 O'Connell Street NORTH MELBOURNE VIC 3051,North Melbourne,Braised Ducky Lee,"Unit 30, Ground 1 O'Connell Street NORTH MELBOURNE VIC 3051",Takeaway Food Services,4,144.9579732,-37.8057226,"-37.8057225961, 144.9579731920615"
2022,587-589 Elizabeth Street MELBOURNE VIC 3000,North Melbourne,BBQ Brothers 10,"Shop 1-2, 589 Elizabeth Street MELBOURNE VIC 3000",Cafes and Restaurants,76,144.9581242,-37.80460723,"-37.8046072311, 144.95812421068257"
2022,605-607 Elizabeth Street MELBOURNE VIC 3000,North Melbourne,Big Bang Yogurt,"Unit 1, 605 Elizabeth Street MELBOURNE VIC 3000",Takeaway Food Services,20,144.9580394,-37.80419158,"-37.80419157515, 144.95803936606853"
2022,Court House Hotel 86-90 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,The Court House Hotel,Court House Hotel 86-90 Errol Street NORTH MELBOURNE VIC 3051,"Pubs, Taverns and Bars",100,144.9499554,-37.80287774,"-37.8028777439, 144.94995539701253"
2022,148-150 Errol Street NORTH MELBOURNE VIC 3051,North Melbourne,Mörk Chocolate Brew House,148-150 Errol Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,20,144.9501899,-37.80154437,"-37.80154436855, 144.95018993568692"
2022,19-35 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,The Rice Cooker,27 Flemington Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,50,144.9551775,-37.8006772,"-37.80067720135, 144.9551774613426"
2022,19-35 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,St Cooper Cafe,27 Blackwood Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,12,144.9551775,-37.8006772,"-37.80067720135, 144.9551774613426"
2022,37 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,A Treat of France,37 Flemington Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,4,144.9551703,-37.80032164,"-37.80032164085, 144.9551702721701"
2022,37 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,A Treat of France,37 Flemington Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,32,144.9551703,-37.80032164,"-37.80032164085, 144.9551702721701"
2022,56-58 Courtney Street NORTH MELBOURNE VIC 3051,North Melbourne,The Castle Hotel,56-58 Courtney Street NORTH MELBOURNE VIC 3051,"Pubs, Taverns and Bars",160,144.9530338,-37.80089834,"-37.800898336900005, 144.9530338271951"
2022,47-59 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,Eat Pizza North Melbourne,"Unit 3, Ground 55 Flemington Road NORTH MELBOURNE VIC 3051",Takeaway Food Services,10,144.9543181,-37.7997296,"-37.7997296026, 144.954318084236"
2022,47-59 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,Joe's Eatery,"Unit 9, Ground 55 Flemington Road NORTH MELBOURNE VIC 3051",Cafes and Restaurants,60,144.9543181,-37.7997296,"-37.7997296026, 144.954318084236"
2022,65-67 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,New Lanna Thai,65 Flemington Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,8,144.9540071,-37.79936515,"-37.79936515295, 144.95400711221734"
2022,36-38 Villiers Street NORTH MELBOURNE VIC 3051,North Melbourne,The Smith Cafe,Part 38 Villiers Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,6,144.9531655,-37.79977979,"-37.79977978905, 144.95316550132588"
2022,81-85 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,Avobowl,81 Flemington Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,20,144.9531401,-37.79878818,"-37.79878818025, 144.95314012710293"
2022,George Apartments 97-103 Flemington Road NORTH MELBOURNE VIC 3051,North Melbourne,Avist Cafe,101 Flemington Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,34,144.952707,-37.79844229,"-37.7984422874, 144.9527070063923"
